ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,MEDV,CAT. MEDV,CRIM_log,TAX_log,LSTAT_log,ZN_desc,INDUS_desc,CHAS_desc,NOX_desc,RM_desc,AGE_desc,DIS_desc,RAD_desc,PTRATIO_desc,MEDV_desc,CAT. MEDV_desc,CRIM_log_desc,TAX_log_desc,LSTAT_log_desc
31.25,1.32,0,0.411,6.816,40.5,8.3248,5,15.1,31.6,0,0.0142184372375555,5.54907608489522,1.599387576580599,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,5.13,0,0.453,6.145,29.2,7.8148,8,19.7,23.3,0,0.1436240400828755,5.652489180268651,2.061786606441115,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,5.13,0,0.453,5.927,47.2,6.932,8,19.7,19.6,0,0.0982875611839451,5.652489180268651,2.3243465847755584,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,5.13,0,0.453,5.741,66.2,7.2254,8,19.7,18.7,0,0.1391704631379714,5.652489180268651,2.649714624089247,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,5.13,0,0.453,5.966,93.4,6.8185,8,19.7,16.0,0,0.158464220263388,5.652489180268651,2.73696154459663,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,5.13,0,0.453,6.456,67.8,7.2255,8,19.7,22.2,0,0.1046032289886448,5.652489180268651,2.0451088625993306,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,5.13,0,0.453,6.762,43.4,7.9809,8,19.7,25.0,0,0.119115480890162,5.652489180268651,2.3513752571634776,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,18.6,33.0,0,0.019322119714037,5.37989735354046,2.2027647577118348,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,3.37,0,0.398,6.29,17.8,6.6115,4,16.1,23.5,0,0.0352126917557424,5.823045895483019,1.7351891177396608,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,3.37,0,0.398,5.787,31.1,6.6115,4,16.1,19.4,0,0.0428583198019006,5.823045895483019,2.419478844465545,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
12.5,6.07,0,0.409,5.878,21.4,6.498,4,18.9,22.0,0,0.0562763582766247,5.846438775057725,2.2082744135228043,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
12.5,6.07,0,0.409,5.594,36.8,6.498,4,18.9,17.4,0,0.1271083087153749,5.846438775057725,2.645465325910589,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
12.5,6.07,0,0.409,5.885,33.0,6.498,4,18.9,20.9,0,0.1205879869885934,5.846438775057725,2.281361456542419,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,10.81,0,0.413,6.417,6.6,5.2873,4,19.2,24.2,0,0.0845800904730633,5.723585101952381,2.0438143640366846,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,10.81,0,0.413,5.961,17.5,5.2873,4,19.2,21.7,0,0.1473504678499022,5.723585101952381,2.3869262414277967,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,10.81,0,0.413,6.065,7.8,5.2873,4,19.2,22.8,0,0.0876811526398337,5.723585101952381,1.874874375938561,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,10.81,0,0.413,6.245,6.2,5.2873,4,19.2,23.4,0,0.1784724919723239,5.723585101952381,2.1447610078004784,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,12.83,0,0.437,6.273,6.0,4.2515,5,18.7,24.1,0,0.0759976142264651,5.988961416889864,2.0515563381903004,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,12.83,0,0.437,6.286,45.0,4.5026,5,18.7,21.4,0,0.0908639463051197,5.988961416889864,2.2965670206684825,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,12.83,0,0.437,6.279,74.5,4.0522,5,18.7,20.0,0,0.0967001224772136,5.988961416889864,2.5626389983283526,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,12.83,0,0.437,6.14,45.8,4.0905,5,18.7,20.8,0,0.0834860034897503,5.988961416889864,2.422144328051685,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,12.83,0,0.437,6.232,53.7,5.0141,5,18.7,21.2,0,0.0549236964958992,5.988961416889864,2.590767040487478,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,12.83,0,0.437,5.874,36.6,4.5026,5,18.7,20.3,0,0.0805379696264708,5.988961416889864,2.312535423847214,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,4.86,0,0.426,6.727,33.5,5.4007,4,19.0,28.0,0,0.0403066617591341,5.641907070938114,1.8389610707123487,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,4.86,0,0.426,6.619,70.4,5.4007,4,19.0,23.9,0,0.043653182921403,5.641907070938114,2.106570209068088,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,4.86,0,0.426,6.302,32.2,5.4007,4,19.0,24.8,0,0.0359364798043055,5.641907070938114,2.0438143640366846,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
25.0,4.86,0,0.426,6.167,46.7,5.4007,4,19.0,22.9,0,0.0348940589773206,5.641907070938114,2.1412419425852827,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,4.49,0,0.449,6.389,48.0,4.7794,3,18.5,23.9,0,0.0493519111219691,5.513428746164983,2.362739015813793,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,4.49,0,0.449,6.63,56.1,4.4377,3,18.5,26.6,0,0.0557657779058572,5.513428746164983,2.018895041811802,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,4.49,0,0.449,6.015,45.1,4.4272,3,18.5,22.5,0,0.050579039368154,5.513428746164983,2.6290069937617573,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,4.49,0,0.449,6.121,56.8,3.7476,3,18.5,22.2,0,0.0690688685990977,5.513428746164983,2.244955980157409,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,3.41,0,0.489,7.007,86.3,3.4217,2,17.8,23.6,0,0.0550562057480784,5.602118820879701,1.8718021769015916,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,3.41,0,0.489,7.079,63.1,3.4145,2,17.8,28.7,0,0.0516622263237937,5.602118820879701,1.9021075263969205,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,3.41,0,0.489,6.417,66.1,3.0923,2,17.8,22.6,0,0.0457761026365836,5.602118820879701,2.283402273577272,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,3.41,0,0.489,6.405,73.9,3.0921,2,17.8,22.0,0,0.0385666531488166,5.602118820879701,2.2192034840549946,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
28.0,15.04,0,0.464,6.442,53.6,3.6659,4,18.2,22.9,0,0.0411707337036766,5.602118820879701,2.214846178686039,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
28.0,15.04,0,0.464,6.211,28.9,3.6659,4,18.2,25.0,0,0.0283444730091425,5.602118820879701,1.9754689512968575,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
28.0,15.04,0,0.464,6.249,77.3,3.615,4,18.2,20.6,0,0.0420436479976793,5.602118820879701,2.4501426573516603,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,2.89,0,0.445,6.625,57.8,3.4952,2,18.0,28.4,0,0.115148457088922,5.6240175061873385,2.0347056478384444,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,2.89,0,0.445,6.163,69.6,3.4952,2,18.0,21.4,0,0.1088902787080716,5.6240175061873385,2.5128460184772416,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,2.89,0,0.445,7.730500000000001,76.0,3.4952,2,18.0,36.962500000000006,0,0.1140694822777303,5.6240175061873385,1.6505798557652755,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,2.89,0,0.445,7.730500000000001,36.9,3.4952,2,18.0,36.962500000000006,0,0.0786910253316489,5.6240175061873385,1.5195132049061133,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
