Feature,Value,Description
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
CHAS,0.0,Charles River dummy variable (1 if tract bounds river; 0 otherwise)
